idmatch,result_finish_match,result_finish_match_prediction,proba_win_1,proba_draw,proba_win_2
47765,,1,0.3483507642799678,0.33829444891391797,0.3133547868061142
15848,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
102453,,1,0.3553875236294896,0.31001890359168244,0.33459357277882795
123683,,1,0.3553875236294896,0.31001890359168244,0.33459357277882795
27475,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
58689,,1,0.37199849454271733,0.26879939781708695,0.3592021076401957
11765,,1,0.4056780854059127,0.3281323322383857,0.26618958235570156
111668,,1,0.4056780854059127,0.3281323322383857,0.26618958235570156
15224,,3,0.33003300330033003,0.253025302530253,0.41694169416941695
135836,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
60303,,1,0.4056780854059127,0.3281323322383857,0.26618958235570156
152240,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
59023,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
66450,,1,0.4056780854059127,0.3281323322383857,0.26618958235570156
42103,,3,0.33003300330033003,0.253025302530253,0.41694169416941695
111760,,1,0.4056780854059127,0.3281323322383857,0.26618958235570156
112089,,1,0.3553875236294896,0.31001890359168244,0.33459357277882795
64780,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
38200,,1,0.3483507642799678,0.33829444891391797,0.3133547868061142
103697,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
30126,,1,0.4056780854059127,0.3281323322383857,0.26618958235570156
96579,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
24772,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
98197,,1,0.3553875236294896,0.31001890359168244,0.33459357277882795
48514,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
62107,,2,0.2558139534883721,0.5581395348837209,0.18604651162790697
106796,,3,0.33003300330033003,0.253025302530253,0.41694169416941695
167262,,1,0.4056780854059127,0.3281323322383857,0.26618958235570156
108846,,1,0.35988040228322915,0.30198423484642567,0.3381353628703452
75447,,1,0.37199849454271733,0.26879939781708695,0.3592021076401957
