idmatch,result_finish_match,result_finish_match_prediction,proba_win_1,proba_draw,proba_win_2
47765,,1,0.40299956084626737,0.30349265011442644,0.2935077890393063
15848,,1,0.3725364130642125,0.2940257654591809,0.33343782147660667
102453,,1,0.35210166205936516,0.33927491630148077,0.3086234216391541
123683,,1,0.38870814971574186,0.24195365010489112,0.369338200179367
27475,,3,0.3521387026000405,0.2634057063741687,0.3844555910257908
58689,,3,0.3290420272106178,0.283970035954937,0.38698793683444516
11765,,2,0.3325350628632011,0.3974907340915307,0.2699742030452682
111668,,3,0.3285665759932848,0.33062102007872524,0.34081240392798995
15224,,3,0.2358763340620145,0.23576832836606934,0.5283553375719162
135836,,3,0.3393926441802839,0.31713328483549913,0.34347407098421695
60303,,1,0.3998156477756601,0.3510974639136123,0.2490868883107277
152240,,1,0.3921282331529899,0.30938674463127197,0.298485022215738
59023,,1,0.40112107079464254,0.29186321194869475,0.3070157172566627
66450,,1,0.36358591430192927,0.2912597315337048,0.34515435416436596
42103,,2,0.3311557671388933,0.3604784084788609,0.30836582438224575
111760,,1,0.36358424067890277,0.35085629251995426,0.28555946680114286
112089,,1,0.37665272672700445,0.3053630310513949,0.31798424222160054
64780,,1,0.3710434653641313,0.32852531043227395,0.30043122420359475
38200,,1,0.38718489711901066,0.33108710765706495,0.2817279952239244
103697,,3,0.34649110343705675,0.2974107215038811,0.35609817505906216
30126,,1,0.3815428500588386,0.32069674711203106,0.29776040282913047
96579,,3,0.31609025761010584,0.3228791648014127,0.3610305775884815
24772,,3,0.3520333163205418,0.29586632964811327,0.3521003540313449
98197,,2,0.28713542428601946,0.35817443071663,0.35469014499735063
48514,,1,0.3538242857318663,0.29281427213320804,0.35336144213492565
62107,,3,0.2863655031187198,0.35126054594838724,0.36237395093289304
106796,,3,0.32200578724409695,0.3202366175120045,0.3577575952438986
167262,,1,0.35752422015751084,0.3390054470161144,0.30347033282637476
108846,,1,0.4090876018605642,0.3015704273934593,0.2893419707459766
75447,,3,0.3346592909131771,0.25633563157355155,0.4090050775132713
171929,,2,0.3658823695572669,0.3669096985313799,0.2672079319113532
65259,,1,0.3742372311075259,0.3155511223693234,0.31021164652315075
46763,,2,0.2864869412681568,0.3906788825248102,0.3228341762070329
106528,,3,0.3436564240588459,0.28687443952691105,0.36946913641424306
173504,,2,0.33174173330507045,0.3373200777378926,0.33093818895703697
64680,,3,0.3436948700460242,0.2938436996799344,0.36246143027404143
108119,,1,0.343912048489206,0.3223607021632416,0.33372724934755243
67863,,1,0.40329605940538493,0.270826216324713,0.325877724269902
173911,,1,0.414902746722018,0.2858245213734898,0.29927273190449216
124621,,3,0.345458755937876,0.3084280454823112,0.3461131985798129
102768,,3,0.3301392382505383,0.29881343920253983,0.37104732254692196
104914,,3,0.3458999876820142,0.29177748743432214,0.3623225248836636
135193,,3,0.3333839087053268,0.30685742027711577,0.3597586710175574
85106,,1,0.3426679709750471,0.3220667855608877,0.3352652434640652
75264,,1,0.40385373616813103,0.306638472834031,0.28950779099783797
36932,,3,0.3183645344074703,0.264814309788332,0.41682115580419765
150681,,1,0.3675881771025285,0.2917080228654546,0.34070380003201695
133082,,1,0.45248308473464677,0.2840383579390771,0.2634785573262761
120644,,1,0.38004091103574933,0.33450661345333305,0.2854524755109176
