idmatch,result_finish_match,result_finish_match_prediction,proba_0,proba_1
47991,,0,0.6621872483132096,0.3378127516867903
99523,,0,0.5917020922309256,0.4082979077690744
133695,,0,0.5490892510976789,0.4509107489023211
90748,,0,0.7065543040345741,0.29344569596542597
135270,,1,0.3984211986674616,0.6015788013325384
13133,,1,0.49292128611449704,0.507078713885503
110640,,1,0.4913000455245271,0.5086999544754729
100232,,0,0.578717292354792,0.42128270764520803
138136,,0,0.64400627812284,0.35599372187716
99511,,1,0.47956802745617444,0.5204319725438256
123838,,0,0.61752210618718,0.38247789381282005
104336,,1,0.42414681804278886,0.5758531819572111
99089,,0,0.6063735941541963,0.3936264058458037
174921,,1,0.46580218614390057,0.5341978138560994
170084,,0,0.6416055107576673,0.3583944892423328
151247,,0,0.5961059521831825,0.4038940478168175
137270,,0,0.5096716427235459,0.4903283572764541
66663,,1,0.44116720119432384,0.5588327988056762
59831,,1,0.4304745960540718,0.5695254039459282
17725,,0,0.5587789573112804,0.44122104268871964
127197,,1,0.49497952587270233,0.5050204741272977
1474,,0,0.5231066827474651,0.47689331725253487
33806,,0,0.5563455287124809,0.4436544712875191
54488,,1,0.4888023150357551,0.5111976849642449
63949,,0,0.5755636350147788,0.42443636498522125
67797,,0,0.5184762023634071,0.481523797636593
45427,,0,0.5389905929040588,0.4610094070959411
117048,,0,0.5655105774509506,0.4344894225490495
74817,,1,0.408398442291683,0.591601557708317
29964,,1,0.4844377297911725,0.5155622702088275
142949,,0,0.6174081546495674,0.38259184535043256
131860,,0,0.6027195040925463,0.39728049590745373
123818,,0,0.7794814648723813,0.22051853512761865
69603,,1,0.4454578409929164,0.5545421590070836
20347,,1,0.44463501998600197,0.555364980013998
56765,,0,0.5358329061078465,0.4641670938921535
4458,,1,0.4586542480296958,0.5413457519703042
129171,,1,0.40608733536488917,0.5939126646351108
36954,,0,0.562451460157541,0.43754853984245895
122771,,1,0.44846099503471526,0.5515390049652847
71955,,0,0.585090190654495,0.4149098093455051
87689,,0,0.608648665038189,0.39135133496181096
58176,,1,0.451171985462534,0.548828014537466
138142,,0,0.5814283856350848,0.41857161436491513
105046,,1,0.445592452096763,0.554407547903237
138264,,1,0.4301530657729584,0.5698469342270416
71985,,0,0.6083840514664285,0.3916159485335715
5948,,1,0.4088587568248139,0.5911412431751861
122430,,1,0.46838434756253067,0.5316156524374693
56826,,1,0.44447436705955135,0.5555256329404487
87300,,1,0.4714435693646565,0.5285564306353435
32917,,0,0.549623268464928,0.45037673153507196
61513,,0,0.5476391339028576,0.45236086609714243
15297,,1,0.4767522068924095,0.5232477931075905
24279,,0,0.5048632043950079,0.4951367956049921
112947,,0,0.5717999126457713,0.4282000873542286
67850,,0,0.5350373895138312,0.46496261048616877
29953,,0,0.5028467640622811,0.4971532359377188
68838,,0,0.5271665686079441,0.47283343139205586
118607,,0,0.6442572826662925,0.3557427173337076
113946,,1,0.45051117188350154,0.5494888281164985
142489,,1,0.26448580169593505,0.735514198304065
41662,,0,0.5097850404130471,0.4902149595869529
156415,,1,0.4578933134821581,0.5421066865178419
38313,,1,0.4715826769866458,0.5284173230133542
23274,0.0,1,0.3934935811277688,0.6065064188722312
125334,,1,0.4790181475701162,0.5209818524298838
116891,,0,0.6167242918222706,0.38327570817772944
73140,,1,0.4560130730724836,0.5439869269275164
91113,,1,0.4862178968086358,0.5137821031913642
122935,,0,0.5604038257481679,0.43959617425183206
98353,,0,0.6648518511965509,0.33514814880344906
20171,,1,0.4732885568132156,0.5267114431867844
105338,,1,0.4615976376463369,0.5384023623536631
27059,0.0,1,0.47380537810660484,0.5261946218933952
108266,,0,0.6218219181761062,0.37817808182389373
91070,,0,0.5187463919927222,0.4812536080072778
64176,,0,0.5482283720829884,0.4517716279170117
32876,,0,0.5450857945065897,0.45491420549341033
131205,,0,0.5338630201810872,0.4661369798189128
134193,,0,0.566684126962788,0.43331587303721203
126745,,0,0.5356511647221558,0.4643488352778442
116235,,0,0.5264706465150724,0.47352935348492764
151042,,0,0.6079995691023046,0.3920004308976954
133036,,0,0.5193727847107239,0.48062721528927604
47889,,0,0.5247516878887337,0.4752483121112663
4703,,1,0.41591148564588887,0.5840885143541111
170343,,1,0.44690146961994737,0.5530985303800526
15868,,0,0.5162337813785749,0.48376621862142516
65105,,1,0.48681363633454944,0.5131863636654506
35923,,0,0.5567684342040223,0.44323156579597767
158062,,0,0.550449298214176,0.44955070178582407
127548,,1,0.4795420738342475,0.5204579261657525
48569,,1,0.4319668250725087,0.5680331749274913
80699,,1,0.4971753700150615,0.5028246299849385
72864,,1,0.474778300096513,0.525221699903487
103386,,1,0.46825043520087906,0.5317495647991209
112720,,0,0.5648888094453206,0.43511119055467934
142229,,0,0.5857642111040464,0.4142357888959536
76963,,0,0.5263134006965593,0.47368659930344065
131638,,0,0.5571001124404259,0.4428998875595741
70272,,0,0.7046713550847916,0.29532864491520844
113012,,0,0.5231413922773333,0.47685860772266675
103639,,1,0.3721338964228311,0.6278661035771689
151902,,0,0.5272443921171616,0.47275560788283844
59402,,1,0.46587721369221224,0.5341227863077878
149893,,0,0.529168005726276,0.4708319942737241
56392,,0,0.5374680370545437,0.46253196294545634
23275,,0,0.504356469197575,0.49564353080242496
125857,,1,0.488069634674824,0.511930365325176
159604,,1,0.4414631638264318,0.5585368361735682
64858,,1,0.3755433827260739,0.6244566172739261
166506,,1,0.4166915867010368,0.5833084132989632
28721,,0,0.5950491604112343,0.40495083958876565
110124,,1,0.4225378817661122,0.5774621182338878
131188,,0,0.5364266655433721,0.46357333445662785
98342,,0,0.506658198905745,0.4933418010942549
4728,,0,0.5064254739676428,0.49357452603235724
104080,,0,0.5192933994940165,0.48070660050598346
159660,,0,0.5573971909317155,0.4426028090682846
45453,,0,0.604216416811267,0.39578358318873297
187338,,0,0.5311831857338807,0.46881681426611926
172091,,0,0.5587765061202208,0.44122349387977927
103424,,0,0.5566732494652703,0.4433267505347297
4431,,1,0.3975652464723811,0.6024347535276189
111385,,0,0.5230508111969041,0.4769491888030959
166527,,1,0.4568595340160111,0.5431404659839889
87383,,0,0.6072186094437825,0.3927813905562175
131617,,1,0.46960900639885816,0.5303909936011418
58396,,1,0.4148625061526747,0.5851374938473253
103061,,0,0.5202117990544698,0.4797882009455302
105364,,1,0.4730398861817393,0.5269601138182607
133236,,0,0.5929380188245761,0.40706198117542397
135736,,0,0.5863264632063481,0.413673536793652
2564,,0,0.5277416086827003,0.4722583913172997
133861,,1,0.41513280135437625,0.5848671986456238
54376,,1,0.3266208999644771,0.6733791000355229
172563,,1,0.3929635201225109,0.6070364798774891
55275,,0,0.5214365886945944,0.4785634113054056
63847,,0,0.5832340442612148,0.41676595573878517
88481,,0,0.5420030559462974,0.45799694405370267
150444,,0,0.6231654213892067,0.3768345786107933
53641,,1,0.4276323326964895,0.5723676673035105
105555,,1,0.3851880126146382,0.6148119873853618
61236,,1,0.46520525337465435,0.5347947466253457
58547,,1,0.4259445766853245,0.5740554233146755
174238,,1,0.4800698220362578,0.5199301779637422
130708,,0,0.6158060285154019,0.38419397148459805
121410,,1,0.4609579321457701,0.5390420678542299
133152,,0,0.5110754942559745,0.4889245057440254
29180,,0,0.5930319973698435,0.4069680026301566
107079,,0,0.5241794189594031,0.4758205810405968
99466,,1,0.46924373661624674,0.5307562633837533
161650,,1,0.46613643943006666,0.5338635605699333
51259,,1,0.44570372670219993,0.5542962732978001
59231,,0,0.5526255440370711,0.44737445596292885
135167,,0,0.5421011337137316,0.4578988662862684
116280,,1,0.4184943997601449,0.5815056002398551
136688,,1,0.45954099685689787,0.5404590031431021
150631,,1,0.39947314821411495,0.600526851785885
167277,,0,0.6477519071205529,0.3522480928794472
129926,,0,0.636494877004028,0.3635051229959721
4567,,1,0.42920586310924613,0.5707941368907539
58823,,1,0.3994939093264367,0.6005060906735633
85442,,1,0.417239894058547,0.582760105941453
65357,,1,0.48064405666769794,0.5193559433323021
71414,,1,0.4025262164180283,0.5974737835819717
77490,,0,0.5884592200653853,0.41154077993461463
45648,,1,0.4272586008010726,0.5727413991989274
172317,,1,0.45562089326846067,0.5443791067315393
34412,,1,0.4918284626253526,0.5081715373746474
2821,,1,0.4842104059912524,0.5157895940087476
54276,,0,0.6667736695957778,0.3332263304042223
47554,,1,0.35056359195059217,0.6494364080494078
107036,,0,0.5045335028915567,0.4954664971084432
112719,,0,0.5622971539224197,0.4377028460775803
104708,,1,0.4995411573197882,0.5004588426802118
87406,,1,0.4842943302230557,0.5157056697769443
131299,,0,0.5548989145680914,0.44510108543190857
188739,,1,0.38217771857251936,0.6178222814274806
122506,,0,0.5385283194575032,0.4614716805424967
62527,,1,0.4872347918542106,0.5127652081457894
19429,,0,0.6442787093260145,0.35572129067398556
182865,,0,0.605651957683607,0.394348042316393
126243,,1,0.411270126628832,0.588729873371168
84759,,1,0.4105149470848539,0.5894850529151461
51351,,1,0.38011806749129207,0.6198819325087079
130233,,0,0.5533260173462303,0.4466739826537697
106364,,1,0.47909482024385786,0.5209051797561421
58311,,1,0.45834394401431455,0.5416560559856854
105289,,0,0.6226374232391964,0.37736257676080365
140583,,0,0.8592975813634837,0.14070241863651634
132227,,1,0.38378098157748197,0.616219018422518
136412,,0,0.5413945043432218,0.45860549565677816
124613,,1,0.4098121658693873,0.5901878341306127
161607,,1,0.4400967663451333,0.5599032336548667
137133,,1,0.4899180183547357,0.5100819816452643
104257,,1,0.4582042086629363,0.5417957913370637
176664,,0,0.5166277155720692,0.4833722844279308
66614,,1,0.4765148874359172,0.5234851125640828
115968,,0,0.5050351345172261,0.4949648654827739
102283,,0,0.5666928688699342,0.4333071311300658
138013,,0,0.5534087299104727,0.44659127008952726
63998,,1,0.4275849643448999,0.5724150356551001
67955,,0,0.6167330147307368,0.3832669852692631
111695,,0,0.5494734237631027,0.45052657623689735
105313,,0,0.5174359304693987,0.4825640695306012
144430,,1,0.43220604975156873,0.5677939502484313
112024,,0,0.5868029155384547,0.4131970844615454
149379,,0,0.7307559325511335,0.26924406744886653
151555,,0,0.5720129047440701,0.42798709525592993
106710,,0,0.5406193511327978,0.4593806488672022
146057,,1,0.4819534600798637,0.5180465399201363
95088,,0,0.5234217469061119,0.4765782530938881
112191,,0,0.6009629499448239,0.3990370500551761
24536,,0,0.5432773000084818,0.4567226999915182
67735,,1,0.4455646289612022,0.5544353710387978
49577,,1,0.420408421571801,0.579591578428199
100561,,0,0.5313069782016632,0.46869302179833683
173875,,1,0.4892395403287856,0.5107604596712144
72057,,0,0.6101576334001828,0.38984236659981714
67750,,1,0.4054724514380521,0.5945275485619479
57292,,0,0.6051941374507741,0.39480586254922584
47853,,1,0.4250448407447964,0.5749551592552036
58163,,1,0.3674429975040625,0.6325570024959375
145921,,0,0.5397297463370829,0.460270253662917
45642,,1,0.4463024551445708,0.5536975448554292
111274,,0,0.6683623807986622,0.33163761920133783
111731,,0,0.5441240724847798,0.45587592751522016
29618,,1,0.38610107890882106,0.6138989210911789
125015,,1,0.4723006261948468,0.5276993738051532
131211,,0,0.5806317431332016,0.41936825686679835
112066,,0,0.5947596444581353,0.4052403555418646
