idmatch,result_finish_match,result_finish_match_prediction,proba_win_1,proba_draw,proba_win_2
41395,,1,0.36005236419570125,0.3313349937419067,0.3086126420623921
32815,,1,0.3928282935444759,0.31441056821095603,0.29276113824456806
101342,,3,0.3335613033389656,0.27846733252858785,0.38797136413244654
56252,,3,0.32112538126264883,0.3106715286604696,0.36820309007688157
98909,,1,0.37388979412276846,0.3001240165309049,0.32598618934632667
55403,,1,0.40490511240917293,0.2890075003313444,0.3060873872594825
103007,,3,0.3353977044342397,0.2696488138439737,0.39495348172178646
57822,,1,0.3889180737754254,0.2770840089337398,0.3339979172908349
20310,,1,0.38128192206560074,0.2530751145606333,0.36564296337376595
159531,,1,0.36632541783297057,0.3094890423769383,0.3241855397900911
85985,,3,0.35181472973113387,0.2803619577649808,0.36782331250388534
144357,,1,0.37555914926857137,0.2612882754085404,0.3631525753228883
58366,,1,0.35157423063573373,0.29934741261783393,0.3490783567464324
150278,,3,0.3557826723327627,0.2679303891673325,0.37628693849990485
95042,,1,0.4053509693904283,0.30049171720128287,0.2941573134082889
142182,,1,0.36220215617587587,0.3089864781062037,0.32881136571792036
47224,,3,0.3434006783023806,0.2968527041772411,0.35974661752037823
99765,,2,0.3192532125703615,0.34995767354320245,0.3307891138864361
122190,,1,0.3861214991364307,0.26856724075844685,0.34531126010512253
19982,,1,0.3908658188451094,0.3024722848029514,0.3066618963519392
172868,,3,0.3452030324477767,0.2834103326546481,0.3713866348975752
41982,,2,0.31543314529834426,0.364852576829585,0.31971427787207074
99478,,1,0.3980971562707879,0.291796337236469,0.31010650649274313
117053,,1,0.4472904375343914,0.2749002192344019,0.2778093432312067
152834,,2,0.33460058355026895,0.34190038787331845,0.32349902857641266
103560,,1,0.37271891953385056,0.2740391804055674,0.35324190006058204
86325,,1,0.3866686051006341,0.3077518346871087,0.3055795602122572
60227,,1,0.3837885917943391,0.3260646707860393,0.2901467374196215
145652,,1,0.41100894846234054,0.28516555224812,0.30382549928953945
34737,,2,0.31777969688335345,0.34878152708987376,0.3334387760267727
100839,,1,0.3829849988995335,0.26549559985423904,0.3515194012462274
5849,,1,0.3492624314279522,0.32133446072738414,0.3294031078446636
173289,,3,0.28604656324452105,0.3002049620496475,0.4137484747058315
15965,1.0,1,0.4679128288006913,0.26988628309133117,0.2622008881079776
61225,,1,0.401369889255224,0.3037187047598982,0.29491140598487775
97930,,1,0.3827822625977303,0.2538260404216777,0.3633916969805921
174789,,1,0.36946400095520154,0.28741505567456843,0.34312094337023014
110009,,1,0.38986601467115517,0.28750445171772476,0.3226295336111202
13899,,1,0.44360175803721846,0.2787997655349576,0.277598476427824
142552,,3,0.3333704263125443,0.29067687344970533,0.3759527002377503
75066,,1,0.3820855837187883,0.31993352909835615,0.2979808871828555
134057,,1,0.4112502164874152,0.2848995407293878,0.303850242783197
132888,,1,0.35238911218767976,0.35195186955653873,0.2956590182557815
124075,,1,0.38590490823162255,0.31196317865538076,0.3021319131129967
